DateTime,Place_EN,Place_AR,Confirmed,Deaths,Recovered,Active,Governorate_EN,Governorate_AR,Region_EN,Region_AR
2020-04-23 00:00:00,Hawtat Sudayr,حوطة سدير,1,0,0,1,Al Majmaah,المجمعه,Ar Riyad,الرياض
2020-04-23 00:00:00,JAZAN,جازان,4,0,0,4,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-04-23 00:00:00,Jeddah,جدة,210,2,12,196,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-23 00:00:00,Khulays,خليص,1,0,0,1,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-04-23 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,242,4,55,183,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-23 00:00:00,Mihd  adh Dhahab,مهد الذهب,3,0,0,3,Al Mahd,المهد,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-23 00:00:00,Rabigh,رابغ,5,0,0,5,Rabigh,رابغ,Makkah Al Mukarramah,مكة المكرمة
2020-04-23 00:00:00,Rafha,رفحا,1,0,0,1,Rafha,رفحاء,Northern Borders,الحدود الشماليه
2020-04-23 00:00:00,SIKAKA,سكاكا,5,0,0,5,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-23 00:00:00,Sajir,ساجر,4,0,0,4,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-23 00:00:00,Tabarjal,طبرجل,1,0,0,1,Tubarjal,طبرجل,Al Jawf,الجوف
2020-04-23 00:00:00,Thurayban,ثريبان,5,0,0,5,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-04-23 00:00:00,Yanbuʻ,ينبع,3,0,0,3,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-23 00:00:00,ʻARʻAR,عرعر,2,0,0,2,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-04-23 00:00:00,ʻUnayzah,عنيزة,8,0,0,8,Unayzah,عنيزه,Al Qaseem,القصيم
2020-04-24 00:00:00,ABHA,أبها,2,0,0,2,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-04-24 00:00:00,AD͟h D͟hahran,الظهران,0,0,2,-2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,AL BAHAH,الباحة,6,0,4,2,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-04-24 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,120,0,40,80,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-24 00:00:00,AR RIYAD,الرياض,170,0,15,155,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-24 00:00:00,Ad Dammam,الدمام,43,0,14,29,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,Al Hufuf,الهفوف,34,0,18,16,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,Al Jubayl,الجبيل,26,0,0,26,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,Al Kharj,الخرج,1,0,0,1,Al Kharj,الخرج,Ar Riyad,الرياض
2020-04-24 00:00:00,Al Khubar,الخبر,45,0,1,44,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,Al Midhnab,المذنب,12,0,0,12,Al Midhnab,المذنب,Al Qaseem,القصيم
2020-04-24 00:00:00,Al Mikhwah,المخواة,2,0,0,2,Al Mukhwah,المخواه,Al Bahah,الباحة
2020-04-24 00:00:00,Al Muzahimiyyah,المزاحمية,5,0,0,5,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-04-24 00:00:00,Al Qatif,القطيف,0,0,10,-10,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,Al Qunfudhah,القنفذة,1,0,1,0,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,At Taʼif,الطائف,27,0,5,22,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,Az Zulfi,الزلفي,1,0,0,1,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-04-24 00:00:00,BURAYDAH,بريدة,17,0,0,17,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-24 00:00:00,Baysh,بيش,20,0,1,19,Baysh,بيش,Jazan,جازان
2020-04-24 00:00:00,HAʼIL,حائل,0,0,2,-2,Hail,حائل(مقر الامارة),Hail,حائل
2020-04-24 00:00:00,Hadad Bani Malik,حداد بني مالك,1,0,0,1,Maysan,ميسان,Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,Jeddah,جدة,271,4,19,248,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,Khamis Mushayt,خميس مشيط,1,0,1,0,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-24 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,364,5,0,359,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,NAJRAN,نجران,0,0,1,-1,Najran,نجران (مقر الامارة),Najran,نجران
2020-04-24 00:00:00,Ras Tannurah,راس تنورة,0,0,1,-1,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-04-24 00:00:00,SIKAKA,سكاكا,0,0,1,-1,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-24 00:00:00,Sabya,صبيا,0,0,3,-3,Sabya,صبياء,Jazan,جازان
2020-04-24 00:00:00,Sajir,ساجر,6,0,0,6,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-24 00:00:00,Sharurah,شرورة,0,0,1,-1,Sharurah,شروره,Najran,نجران
2020-04-24 00:00:00,TABUK,تبوك,2,0,23,-21,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-24 00:00:00,Turuba,تربة,1,0,0,1,Turubah,تربه,Makkah Al Mukarramah,مكة المكرمة
2020-04-24 00:00:00,Yanbuʻ,ينبع,13,0,0,13,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-24 00:00:00,ʻARʻAR,عرعر,5,0,3,2,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-04-24 00:00:00,ʻUnayzah,عنيزة,1,0,0,1,Unayzah,عنيزه,Al Qaseem,القصيم
2020-04-25 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,217,0,0,217,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-25 00:00:00,AR RIYAD,الرياض,267,0,50,217,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-25 00:00:00,Abu ʻArish,أبو عريش,10,0,0,10,Abu Arish,ابو عريش,Jazan,جازان
2020-04-25 00:00:00,Ad Dammam,الدمام,51,0,7,44,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Al Hufuf,الهفوف,17,1,0,16,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Al Jubayl,الجبيل,19,0,0,19,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Al Khubar,الخبر,1,0,0,1,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Al Majardah,المجاردة,1,0,0,1,Al Majardah,المجارده,Aseer,عسير
2020-04-25 00:00:00,Al Qatif,القطيف,2,0,0,2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Al Qunfudhah,القنفذة,0,0,5,-5,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-04-25 00:00:00,Al Qurayyat,القريات,2,0,0,2,Al Qurayyat,القريات,Al Jawf,الجوف
2020-04-25 00:00:00,Al ʻAridah,العارضة,14,0,0,14,Al Aridah,العارضه,Jazan,جازان
2020-04-25 00:00:00,At Taʼif,الطائف,10,0,0,10,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-25 00:00:00,Az Zulfi,الزلفي,3,0,0,3,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-04-25 00:00:00,BURAYDAH,بريدة,20,0,9,11,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-25 00:00:00,Baysh,بيش,113,0,0,113,Baysh,بيش,Jazan,جازان
2020-04-25 00:00:00,Buqayq,بقيق,17,0,0,17,Buqayq,بقيق,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,Hafar al Batin,حفر الباطن,2,0,0,2,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-04-25 00:00:00,JAZAN,جازان,1,0,0,1,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-04-25 00:00:00,Jeddah,جدة,117,1,23,93,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-25 00:00:00,Khamis Mushayt,خميس مشيط,1,0,0,1,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-25 00:00:00,Khulays,خليص,3,0,0,3,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-04-25 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,272,1,48,223,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-25 00:00:00,Sajir,ساجر,3,0,0,3,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-25 00:00:00,TABUK,تبوك,3,0,0,3,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-25 00:00:00,Wadi Ad Dawasir,وادي الدواسر,2,0,0,2,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-04-25 00:00:00,ʻARʻAR,عرعر,1,0,0,1,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-04-25 00:00:00,ʻUnayzah,عنيزة,54,0,0,54,Unayzah,عنيزه,Al Qaseem,القصيم
2020-04-26 00:00:00,ABHA,أبها,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-04-26 00:00:00,AL BAHAH,الباحة,5,0,0,5,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-04-26 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,202,0,50,152,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-26 00:00:00,AR RIYAD,الرياض,178,0,7,171,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-26 00:00:00,Ad Dammam,الدمام,26,0,0,26,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-26 00:00:00,Ad Dirʻiyyah,الدرعية,1,0,0,1,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-04-26 00:00:00,Al Hufuf,الهفوف,37,0,54,-17,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-26 00:00:00,Al Jubayl,الجبيل,107,0,0,107,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-26 00:00:00,Al Kharj,الخرج,1,0,0,1,Al Kharj,الخرج,Ar Riyad,الرياض
2020-04-26 00:00:00,Al Khubar,الخبر,50,0,0,50,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-26 00:00:00,Al Muzahimiyyah,المزاحمية,2,0,0,2,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-04-26 00:00:00,Al Qatif,القطيف,7,0,0,7,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-26 00:00:00,At Taʼif,الطائف,5,0,0,5,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-26 00:00:00,At Tuwal,الطوال,1,0,0,1,At Tuwal,الطوال,Jazan,جازان
2020-04-26 00:00:00,Az Zulfi,الزلفي,11,0,0,11,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-04-26 00:00:00,BURAYDAH,بريدة,4,0,2,2,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-26 00:00:00,Baysh,بيش,126,0,0,126,Baysh,بيش,Jazan,جازان
2020-04-26 00:00:00,Dawmat al Jandal,دومة الجندل,1,0,0,1,Dawamat Al Jandal,دومة الجندل,Al Jawf,الجوف
2020-04-26 00:00:00,HAʼIL,حائل,3,0,0,3,Hail,حائل(مقر الامارة),Hail,حائل
2020-04-26 00:00:00,JAZAN,جازان,1,0,0,1,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-04-26 00:00:00,Jeddah,جدة,294,1,54,239,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-26 00:00:00,Khamis Mushayt,خميس مشيط,1,0,7,-6,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-26 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,218,4,0,214,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-26 00:00:00,SIKAKA,سكاكا,1,0,0,1,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-26 00:00:00,Sajir,ساجر,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-26 00:00:00,TABUK,تبوك,4,0,0,4,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-26 00:00:00,Yanbuʻ,ينبع,1,0,0,1,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-27 00:00:00,ABHA,أبها,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-04-27 00:00:00,AD͟h D͟hahran,الظهران,1,0,5,-4,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,AL BAHAH,الباحة,0,0,3,-3,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-04-27 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,273,0,63,210,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-27 00:00:00,AR RIYAD,الرياض,171,0,78,93,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-27 00:00:00,Ad Dammam,الدمام,35,0,0,35,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Ad Dirʻiyyah,الدرعية,2,0,0,2,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-04-27 00:00:00,Adam,أضم,3,0,0,3,Adam,أضم,Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,Al Hufuf,الهفوف,5,0,6,-1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Jafr,الجفر,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Jubayl,الجبيل,58,0,4,54,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Khafji,الخفجي,0,0,6,-6,Al Khafji,الخفجي,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Khubar,الخبر,7,0,8,-1,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Majardah,المجاردة,2,0,0,2,Al Majardah,المجارده,Aseer,عسير
2020-04-27 00:00:00,Al Qatif,القطيف,4,0,14,-10,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Al Qurayyat,القريات,0,0,2,-2,Al Qurayyat,القريات,Al Jawf,الجوف
2020-04-27 00:00:00,At Taʼif,الطائف,32,0,54,-22,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,Az Zulfi,الزلفي,18,0,0,18,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-04-27 00:00:00,BURAYDAH,بريدة,8,0,0,8,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-27 00:00:00,Bishah,بيشة,2,0,0,2,Bishah,بيشه,Aseer,عسير
2020-04-27 00:00:00,Buqayq,بقيق,1,0,0,1,Buqayq,بقيق,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,D͟halm,ظلم,1,0,0,1,Al Muwayh,المويه,Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,HAʼIL,حائل,1,0,0,1,Hail,حائل(مقر الامارة),Hail,حائل
2020-04-27 00:00:00,Hafar al Batin,حفر الباطن,1,0,0,1,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,Jeddah,جدة,262,3,0,259,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,Khamis Mushayt,خميس مشيط,1,0,1,0,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-27 00:00:00,Khulays,خليص,9,0,0,9,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,327,5,0,322,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-27 00:00:00,Ras Tannurah,راس تنورة,4,0,6,-2,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-04-27 00:00:00,SIKAKA,سكاكا,1,0,0,1,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-27 00:00:00,Sabya,صبيا,1,0,0,1,Sabya,صبياء,Jazan,جازان
2020-04-27 00:00:00,Sajir,ساجر,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-27 00:00:00,TABUK,تبوك,29,0,1,28,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-27 00:00:00,Wadi Ad Dawasir,وادي الدواسر,1,0,0,1,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-04-27 00:00:00,Yanbuʻ,ينبع,2,0,2,0,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-28 00:00:00,AL BAHAH,الباحة,0,0,6,-6,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-04-28 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,225,0,19,206,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-28 00:00:00,AR RIYAD,الرياض,203,0,0,203,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-28 00:00:00,Ad Dammam,الدمام,74,2,0,72,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Ad Dirʻiyyah,الدرعية,4,0,0,4,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-04-28 00:00:00,Al Hufuf,الهفوف,42,0,9,33,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Al Jafr,الجفر,4,0,3,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Al Jubayl,الجبيل,23,1,0,22,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Al Kharj,الخرج,3,0,0,3,Al Kharj,الخرج,Ar Riyad,الرياض
2020-04-28 00:00:00,Al Khubar,الخبر,36,1,0,35,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Al Mandaq,المندق,4,0,0,4,Al Mandaq,المندق,Al Bahah,الباحة
2020-04-28 00:00:00,Al Midhnab,المذنب,2,0,0,2,Al Midhnab,المذنب,Al Qaseem,القصيم
2020-04-28 00:00:00,Al Mikhwah,المخواة,1,0,6,-5,Al Mukhwah,المخواه,Al Bahah,الباحة
2020-04-28 00:00:00,Al Muzahimiyyah,المزاحمية,4,0,0,4,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-04-28 00:00:00,Al Qari',القريع,1,0,0,1,Maysan,ميسان,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,Al Qatif,القطيف,4,0,0,4,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Al Qunfudhah,القنفذة,2,0,2,0,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,Al Qurayyat,القريات,3,0,0,3,Al Qurayyat,القريات,Al Jawf,الجوف
2020-04-28 00:00:00,At Taʼif,الطائف,7,0,0,7,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,BURAYDAH,بريدة,37,0,0,37,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-28 00:00:00,Baysh,بيش,3,0,0,3,Baysh,بيش,Jazan,جازان
2020-04-28 00:00:00,Buqayq,بقيق,0,0,1,-1,Buqayq,بقيق,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,Hafar al Batin,حفر الباطن,2,0,0,2,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-04-28 00:00:00,JAZAN,جازان,40,0,0,40,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-04-28 00:00:00,Jeddah,جدة,224,0,75,149,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,Khamis Mushayt,خميس مشيط,6,0,0,6,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-28 00:00:00,Khulays,خليص,2,0,0,2,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,356,1,46,309,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,SIKAKA,سكاكا,0,0,1,-1,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-28 00:00:00,Sajir,ساجر,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-28 00:00:00,Sharurah,شرورة,1,0,0,1,Sharurah,شروره,Najran,نجران
2020-04-28 00:00:00,TABUK,تبوك,4,0,0,4,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-28 00:00:00,Thurayban,ثريبان,1,0,0,1,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-04-28 00:00:00,Yanbuʻ,ينبع,2,0,0,2,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-28 00:00:00,ʻARʻAR,عرعر,0,0,1,-1,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-04-28 00:00:00,ʻUnayzah,عنيزة,4,0,0,4,Unayzah,عنيزه,Al Qaseem,القصيم
2020-04-29 00:00:00,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,AL BAHAH,الباحة,1,0,0,1,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-04-29 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,119,0,42,77,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-29 00:00:00,AR RIYAD,الرياض,440,1,33,406,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-29 00:00:00,Ad Dammam,الدمام,110,0,0,110,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Hufuf,الهفوف,29,0,6,23,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Jafr,الجفر,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Jubayl,الجبيل,35,0,0,35,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Khubar,الخبر,7,0,0,7,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Midhnab,المذنب,1,0,0,1,Al Midhnab,المذنب,Al Qaseem,القصيم
2020-04-29 00:00:00,Al Muzahimiyyah,المزاحمية,3,0,0,3,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-04-29 00:00:00,Al Qatif,القطيف,23,0,0,23,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Al Qunfudhah,القنفذة,1,0,0,1,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-04-29 00:00:00,Al Qurayyat,القريات,1,0,0,1,Al Qurayyat,القريات,Al Jawf,الجوف
2020-04-29 00:00:00,Al Wajh,الوجه,1,0,0,1,Al Wajh,الوجه,Tabuk,تبوك
2020-04-29 00:00:00,An Nuʻayriyyah,النعيرية,1,0,0,1,Al Nuayriyah,النعيريه,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,At Taʼif,الطائف,17,0,15,2,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-29 00:00:00,Az Zulfi,الزلفي,13,0,0,13,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-04-29 00:00:00,BURAYDAH,بريدة,11,0,2,9,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-04-29 00:00:00,Baysh,بيش,0,0,1,-1,Baysh,بيش,Jazan,جازان
2020-04-29 00:00:00,HAʼIL,حائل,2,0,0,2,Hail,حائل(مقر الامارة),Hail,حائل
2020-04-29 00:00:00,Hafar al Batin,حفر الباطن,1,0,0,1,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,Jeddah,جدة,120,4,61,55,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-29 00:00:00,Khamis Mushayt,خميس مشيط,1,0,1,0,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-04-29 00:00:00,Khulays,خليص,8,0,0,8,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-04-29 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,392,0,36,356,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-29 00:00:00,Rafha,رفحا,1,0,0,1,Rafha,رفحاء,Northern Borders,الحدود الشماليه
2020-04-29 00:00:00,Ras Tannurah,راس تنورة,3,0,0,3,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-04-29 00:00:00,SIKAKA,سكاكا,0,0,2,-2,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-04-29 00:00:00,Sajir,ساجر,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-04-29 00:00:00,TABUK,تبوك,4,0,10,-6,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-29 00:00:00,Umlujj,أملج,1,0,0,1,Umluj,املج,Tabuk,تبوك
2020-04-29 00:00:00,Wadi Ad Dawasir,وادي الدواسر,1,0,0,1,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-04-29 00:00:00,ʻUqlat as Suqur,عقلة الصقور,0,0,1,-1,Uqlat As Suqur,عقلة الصقور,Al Qaseem,القصيم
