DateTime,Place_EN,Place_AR,Confirmed,Deaths,Recovered,Active,Governorate_EN,Governorate_AR,Region_EN,Region_AR
2020-03-02 00:00:00,Al Qatif,القطيف,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-04 00:00:00,Al Qatif,القطيف,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-05 00:00:00,Al Qatif,القطيف,3,0,0,3,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-07 00:00:00,Al Qatif,القطيف,2,0,0,2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-08 00:00:00,Al Qatif,القطيف,4,0,0,4,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-09 00:00:00,AR RIYAD,الرياض,1,0,0,1,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-09 00:00:00,Al Qatif,القطيف,3,0,0,3,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-10 00:00:00,Ad Dammam,الدمام,4,0,0,4,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-10 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,1,0,0,1,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-11 00:00:00,Jeddah,جدة,1,0,0,1,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-12 00:00:00,Al Qatif,القطيف,3,0,1,2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-12 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,21,0,0,21,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-13 00:00:00,AR RIYAD,الرياض,3,0,0,3,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-13 00:00:00,Ad Dammam,الدمام,7,0,0,7,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-13 00:00:00,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-13 00:00:00,Al Qatif,القطيف,3,0,0,3,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-13 00:00:00,Jeddah,جدة,1,0,0,1,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-13 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,26,0,0,26,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-14 00:00:00,AR RIYAD,الرياض,12,0,0,12,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-14 00:00:00,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-14 00:00:00,Al Qatif,القطيف,3,0,1,2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-14 00:00:00,Jeddah,جدة,1,0,0,1,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-15 00:00:00,AD͟h D͟hahran,الظهران,3,0,0,3,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-15 00:00:00,AR RIYAD,الرياض,2,0,0,2,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-15 00:00:00,Ad Dammam,الدمام,1,0,1,0,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-15 00:00:00,Al Qatif,القطيف,7,0,0,7,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-15 00:00:00,Jeddah,جدة,2,0,0,2,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-16 00:00:00,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-16 00:00:00,AR RIYAD,الرياض,4,0,0,4,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-16 00:00:00,Al Qatif,القطيف,1,0,3,-2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-16 00:00:00,JAZAN,جازان,2,0,0,2,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-03-16 00:00:00,Jeddah,جدة,5,0,0,5,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-16 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,2,0,0,2,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-17 00:00:00,AD͟h D͟hahran,الظهران,3,0,0,3,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-17 00:00:00,AR RIYAD,الرياض,19,0,0,19,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-17 00:00:00,Al Qatif,القطيف,10,0,0,10,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-17 00:00:00,Jeddah,جدة,3,0,0,3,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-17 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,3,0,0,3,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-18 00:00:00,ABHA,أبها,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-03-18 00:00:00,AR RIYAD,الرياض,19,0,0,19,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-18 00:00:00,Ad Dammam,الدمام,23,0,2,21,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-18 00:00:00,Jeddah,جدة,13,0,0,13,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-18 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,11,0,0,11,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-19 00:00:00,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-19 00:00:00,AR RIYAD,الرياض,21,0,0,21,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-19 00:00:00,Ad Dammam,الدمام,3,0,0,3,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-19 00:00:00,Al Hufuf,الهفوف,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-19 00:00:00,Al Qatif,القطيف,4,0,0,4,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-19 00:00:00,Jeddah,جدة,1,0,0,1,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-19 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,3,0,0,3,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-19 00:00:00,Mahayil,محايل,1,0,0,1,Muhayil,محايل,Aseer,عسير
2020-03-20 00:00:00,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-20 00:00:00,AL BAHAH,الباحة,1,0,0,1,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-03-20 00:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,1,0,0,1,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-20 00:00:00,AR RIYAD,الرياض,49,0,0,49,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-20 00:00:00,Ad Dammam,الدمام,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-20 00:00:00,Al Qatif,القطيف,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-20 00:00:00,Bishah,بيشة,1,0,0,1,Bishah,بيشه,Aseer,عسير
2020-03-20 00:00:00,Hafar al Batin,حفر الباطن,1,0,0,1,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-03-20 00:00:00,Jeddah,جدة,11,0,0,11,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-20 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,2,0,0,2,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-20 00:00:00,TABUK,تبوك,1,0,0,1,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-03-21 00:00:00,AD͟h D͟hahran,الظهران,1,0,1,0,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-21 00:00:00,AR RIYAD,الرياض,36,0,8,28,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-21 00:00:00,Al Hufuf,الهفوف,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-21 00:00:00,Al Qatif,القطيف,1,0,1,0,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-21 00:00:00,An Nuʻayriyyah,النعيرية,1,0,0,1,Al Nuayriyah,النعيريه,Eastern Region,المنطقة الشرقية
2020-03-21 00:00:00,Jeddah,جدة,5,0,3,2,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-21 00:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,2,0,3,-1,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-22 01:38:20,MAKKAH al MUKARRAMAH,مكة المكرمة,72,0,0,72,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-22 01:46:55,AR RIYAD,الرياض,34,0,0,34,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-22 01:50:21,Ad Dammam,الدمام,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-22 01:54:43,Al Qatif,القطيف,4,0,0,4,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-22 01:55:46,Al Hufuf,الهفوف,3,0,0,3,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-22 01:57:36,Al Khubar,الخبر,3,0,0,3,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-22 01:58:17,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-22 02:00:03,BURAYDAH,بريدة,1,0,0,1,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-03-23 02:09:56,AR RIYAD,الرياض,18,0,0,18,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-23 02:10:43,MAKKAH al MUKARRAMAH,مكة المكرمة,12,0,0,12,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-23 02:11:40,At Taʼif,الطائف,6,0,0,6,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-03-23 02:12:34,Bishah,بيشة,5,0,0,5,Bishah,بيشه,Aseer,عسير
2020-03-23 02:14:22,Ad Dammam,الدمام,3,0,0,3,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-23 02:15:11,Al Qatif,القطيف,3,0,0,3,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-23 02:15:50,JAZAN,جازان,2,0,0,2,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-03-23 02:16:25,NAJRAN,نجران,1,0,0,1,Najran,نجران (مقر الامارة),Najran,نجران
2020-03-23 02:17:46,Al Qunfudhah,القنفذة,1,0,0,1,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-03-24 02:19:47,Jeddah,جدة,82,0,1,81,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-24 02:20:44,AR RIYAD,الرياض,69,0,0,69,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-24 02:22:00,AL BAHAH,الباحة,12,0,0,12,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-03-24 02:22:28,Bishah,بيشة,8,0,0,8,Bishah,بيشه,Aseer,عسير
2020-03-24 02:23:17,NAJRAN,نجران,8,0,0,8,Najran,نجران (مقر الامارة),Najran,نجران
2020-03-24 02:23:39,ABHA,أبها,6,0,0,6,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-03-24 02:25:28,Al Qatif,القطيف,6,0,0,6,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-24 02:26:06,Ad Dammam,الدمام,6,0,0,6,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-24 02:26:45,JAZAN,جازان,3,0,0,3,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-03-24 02:27:24,Al Khubar,الخبر,2,0,0,2,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-24 02:28:52,AD͟h D͟hahran,الظهران,2,0,0,2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-24 02:29:41,AL MADINAH al MUNAWWARAH,المدينة المنورة,1,1,0,0,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-24 02:40:44,MAKKAH al MUKARRAMAH,مكة المكرمة,0,0,2,-2,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-24 19:38:46,Al Hufuf,الهفوف,0,0,1,-1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-25 02:47:42,AR RIYAD,الرياض,83,0,1,82,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-25 02:48:50,Ad Dammam,الدمام,13,0,0,13,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-25 02:49:28,Jeddah,جدة,10,0,0,10,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-25 02:50:06,AL MADINAH al MUNAWWARAH,المدينة المنورة,6,0,0,6,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-25 02:51:08,MAKKAH al MUKARRAMAH,مكة المكرمة,0,1,0,-1,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-25 02:51:58,NAJRAN,نجران,4,0,0,4,Najran,نجران (مقر الامارة),Najran,نجران
2020-03-25 02:52:28,ABHA,أبها,2,0,0,2,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-03-25 02:53:09,ʻARʻAR,عرعر,2,0,0,2,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-03-25 02:54:05,Al Qatif,القطيف,6,0,0,6,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-25 02:54:40,Al Khubar,الخبر,5,0,0,5,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-25 02:55:40,Al Jubayl,الجبيل,1,0,0,1,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-03-25 02:56:10,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-26 12:51:24,AR RIYAD,الرياض,34,0,0,34,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-26 12:53:30,MAKKAH al MUKARRAMAH,مكة المكرمة,26,0,0,26,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-26 12:54:31,At Taʼif,الطائف,18,0,0,18,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-03-26 12:55:32,Jeddah,جدة,13,0,0,13,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-26 12:56:26,Ad Dammam,الدمام,6,0,1,5,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-26 12:57:13,Al Qatif,القطيف,5,0,3,2,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-26 12:58:13,AL MADINAH al MUNAWWARAH,المدينة المنورة,3,1,0,2,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-26 12:59:49,Al Khubar,الخبر,2,0,0,2,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-26 13:00:43,Al Hufuf,الهفوف,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-26 13:01:47,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-26 13:02:52,BURAYDAH,بريدة,1,0,0,1,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-03-26 13:05:14,Al Khafji,الخفجي,1,0,0,1,Al Khafji,الخفجي,Eastern Region,المنطقة الشرقية
2020-03-27 13:09:49,AR RIYAD,الرياض,46,0,2,44,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-27 13:11:37,BURAYDAH,بريدة,2,0,0,2,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-03-27 13:12:49,AL MADINAH al MUNAWWARAH,المدينة المنورة,19,0,0,19,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-27 13:13:52,Jeddah,جدة,7,0,0,7,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-27 13:15:58,Al Khubar,الخبر,1,0,0,1,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-27 13:16:43,AD͟h D͟hahran,الظهران,2,0,0,2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-27 13:17:24,Ad Dammam,الدمام,4,0,0,4,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-27 13:18:05,Al Qatif,القطيف,10,0,0,10,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-27 13:20:08,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-28 13:15:07,AR RIYAD,الرياض,41,1,2,38,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-28 13:16:40,Jeddah,جدة,18,0,0,18,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-28 13:17:20,MAKKAH al MUKARRAMAH,مكة المكرمة,12,0,0,12,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-28 13:18:07,AL MADINAH al MUNAWWARAH,المدينة المنورة,6,0,0,6,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-28 13:19:00,TABUK,تبوك,3,0,0,3,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-03-28 13:20:36,Khamis Mushayt,خميس مشيط,3,0,0,3,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-03-28 13:21:41,ABHA,أبها,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-03-28 13:22:26,Al Qatif,القطيف,12,0,0,12,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-28 13:23:19,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-28 13:24:01,Al Khubar,الخبر,1,0,0,1,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-28 13:27:34,Sayhat,سيهات,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-29 14:43:46,AR RIYAD,الرياض,27,0,0,27,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-29 14:47:08,Ad Dammam,الدمام,23,0,1,22,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-29 14:49:08,AL MADINAH al MUNAWWARAH,المدينة المنورة,14,2,0,12,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-29 14:52:05,Jeddah,جدة,12,1,2,9,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-29 14:54:40,MAKKAH al MUKARRAMAH,مكة المكرمة,7,1,25,-19,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-29 14:57:30,Al Khubar,الخبر,4,0,0,4,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-29 14:58:16,AD͟h D͟hahran,الظهران,2,0,0,2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-29 14:59:58,Al Qatif,القطيف,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-29 15:00:47,Sayhat,سيهات,1,0,0,1,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-29 15:02:13,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-29 15:03:28,At Taʼif,الطائف,1,0,0,1,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-03-29 15:05:37,Khamis Mushayt,خميس مشيط,1,0,1,0,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-03-29 15:07:09,TABUK,تبوك,1,0,0,1,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-03-29 15:10:55,Ras Tannurah,راس تنورة,1,0,0,1,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-03-30 12:50:33,AR RIYAD,الرياض,22,0,2,20,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-30 12:52:12,Ad Dammam,الدمام,34,0,0,34,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-30 12:53:12,BURAYDAH,بريدة,1,0,0,1,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-03-30 12:54:22,AL MADINAH al MUNAWWARAH,المدينة المنورة,22,0,0,22,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-30 12:56:12,TABUK,تبوك,1,0,0,1,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-03-30 12:56:59,MAKKAH al MUKARRAMAH,مكة المكرمة,40,0,40,0,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-30 13:01:44,Ad Duwadimi,الدوادمي,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-03-30 13:02:28,Al Khubar,الخبر,6,0,0,6,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-30 13:03:09,AD͟h D͟hahran,الظهران,1,0,0,1,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-30 13:04:10,Al Qatif,القطيف,5,0,0,5,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-30 13:05:11,Al Hufuf,الهفوف,6,0,1,5,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-30 13:24:42,Yanbuʻ,ينبع,1,0,0,1,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-03-30 13:26:41,Ar Rass,الرس,1,0,0,1,Ar Rass,الرس,Al Qaseem,القصيم
2020-03-30 13:27:31,Samtah,صامطة,1,0,0,1,Samtah,صامطة,Jazan,جازان
2020-03-30 13:28:36,Khamis Mushayt,خميس مشيط,1,0,0,1,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-03-30 13:29:48,At Taʼif,الطائف,2,0,0,2,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-03-30 13:30:58,Jeddah,جدة,9,0,6,3,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-03-31 14:17:31,Ad Dammam,الدمام,3,0,1,2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-31 14:18:20,AR RIYAD,الرياض,33,0,7,26,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-03-31 14:19:15,AL MADINAH al MUNAWWARAH,المدينة المنورة,3,2,0,1,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-03-31 14:20:11,MAKKAH al MUKARRAMAH,مكة المكرمة,20,0,12,8,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-03-31 14:21:05,JAZAN,جازان,2,0,0,2,Jazan,جازان (مقر الامارة),Jazan,جازان
2020-03-31 14:21:55,ABHA,أبها,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-03-31 14:22:48,Al Khubar,الخبر,4,0,1,3,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-03-31 14:23:28,AD͟h D͟hahran,الظهران,2,0,0,2,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-03-31 14:24:08,Al Qatif,القطيف,7,0,1,6,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-03-31 14:24:48,Al Hufuf,الهفوف,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-03-31 14:26:11,Ras Tannurah,راس تنورة,1,0,0,1,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-03-31 14:26:53,Al Khafji,الخفجي,1,0,0,1,Al Khafji,الخفجي,Eastern Region,المنطقة الشرقية
2020-03-31 14:28:35,Al Badaʼiʻ,البدائع,1,0,0,1,Al Badai,البدائع,Al Qaseem,القصيم
2020-03-31 14:29:19,Khamis Mushayt,خميس مشيط,1,0,0,1,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-03-31 14:30:00,Jeddah,جدة,29,0,28,1,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-01 13:49:59,AR RIYAD,الرياض,7,1,24,-18,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-04-01 13:51:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,78,4,0,74,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-04-01 13:51:57,Al Hinakiyyah,الحناكية,1,0,0,1,Al Hinakiyah,الحناكيه,Al Madinah Al Munawwarah,المدينة المنورة
2020-04-01 13:52:39,MAKKAH al MUKARRAMAH,مكة المكرمة,55,1,3,51,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-04-01 13:53:54,Jeddah,جدة,3,0,45,-42,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-04-01 13:54:33,At Taʼif,الطائف,2,0,9,-7,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-04-01 13:55:25,TABUK,تبوك,2,0,0,2,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-04-01 13:56:08,Al Hufuf,الهفوف,1,0,0,1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-01 13:56:24,Al Mubarraz,المبرز,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-04-01 13:57:09,Al Qatif,القطيف,6,0,0,6,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
